,Arfgef1,Myo1b,Gm973,Cyp20a1,Cxcr1,Zp3r,Cacna1s,Atf6,Fmn2,Clic3,Pkn3,Lrrc55,Olfr1225,Lgr4,Mertk,Spinlw1,4930443G12Rik,Usp24,Akap9,Scarb1,Clcn1,Kbtbd2,Alms1,Tprkb,Zfp9,Fkbp4,Clec12a,Tmtc1,Crxos1,Herc2,Ttll13,St5,Acsm1,Acadsb,Muc5b,Efha2,Ntpcr,Dpy19l2,Ncapd3,Mpzl2,Mmp11,Ap3d1,Ric8b,Utp20,Ptprq,Osbp2,Abca13,Adamts2,Hic1,Plekhm1,Itgb1bp1,Fancm,Ppp1r36,Vmn1r200,Cntnap3,Naip1,Psme1,Dpysl2,2410089E03Rik,Zdhhc8,Dvl3,Prss41,Col11a2,Spink10,Olfr1475
Cntnap3,1,1,1,1,1,1,1,0.944927479445712,0.944927479445712,1,1,0.901659559080939,0.901659559080939,0.968130858692128,0.968130858692128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.901659559080939,0.901659559080939,0.901659559080939,1,1,0.944927479445712,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.944927479445712,1,1,1,1,0.901659559080939,1,1,1,1,1,1
Naip1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Psme1,1,1,1,1,1,0.877745147618195,0.877745147618195,0.877745147618195,0.877745147618195,1,0.877745147618195,1,1,1,1,1,1,1,0.901677737470639,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.877745147618195,0.877745147618195,1,1,1,1,1,1,0.901677737470639,0.901677737470639,0.901677737470639,1,1,1,1,1,1,1,1,1,0.844965893377303,0.901677737470639,0.901677737470639,1,1,1,1,0.877745147618195
Dpysl2,1,1,1,1,1,0.877745147618195,0.877745147618195,0.877745147618195,0.877745147618195,1,0.877745147618195,1,1,1,1,1,1,1,0.901677737470639,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.877745147618195,0.877745147618195,1,1,1,1,1,1,0.901677737470639,0.901677737470639,0.901677737470639,1,1,1,1,1,1,1,1,0.844965893377303,1,0.901677737470639,0.901677737470639,1,1,1,1,0.877745147618195
2410089E03Rik,1,1,1,1,1,0.620240738377114,0.620240738377114,0.554271383173984,0.554271383173984,1,1,0.533971008274681,0.533971008274681,0.767969788126447,0.767969788126447,0.780878186536825,1,1,0.892596275950531,1,1,1,0.932250167238095,0.932250167238095,0.932250167238095,1,1,1,0.932250167238095,0.932250167238095,0.761199337677442,0.533971008274681,0.533971008274681,0.521742289618859,0.521742289618859,1,1,0.780878186536825,0.780878186536825,1,1,1,1,1,1,0.901677737470639,0.901677737470639,0.90071295913283,1,1,1,1,1,0.962943865813058,0.901659559080939,1,0.901677737470639,0.901677737470639,1,0.901677737470639,0.932250167238095,0.962943865813058,1,1,0.521742289618859
Zdhhc8,1,1,1,1,1,1,1,1,1,0.962943865813058,1,1,1,1,1,1,1,1,0.901677737470639,1,1,1,1,1,1,1,1,0.962943865813058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.90071295913283,0.901677737470639,0.901677737470639,1,1,1,1,1,1,1,1,0.901677737470639,0.901677737470639,0.901677737470639,1,1,0.962943865813058,0.962943865813058,1,1
Dvl3,1,1,1,1,1,0.932250167238095,0.932250167238095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.932250167238095,0.932250167238095,0.932250167238095,1,1,1,0.932250167238095,0.932250167238095,0.932250167238095,1,1,1,1,0.853391639914291,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.853391639914291,1,1,0.853391639914291,1,1,1,1,0.932250167238095,1,1,1,1,1,1
Prss41,1,0.02832576421454,1,0.02832576421454,1,1,1,1,1,0.962943865813058,1,1,0.02832576421454,0.02832576421454,1,1,1,1,0.962943865813058,1,0.02832576421454,0.02832576421454,0.02832576421454,0.02832576421454,1,1,1,0.962943865813058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.962943865813058,1,1,1,1,1,1,1,1,1,1,1,1,0.962943865813058,0.962943865813058,1,1,0.139538552937114,1,1
Col11a2,1,0.02832576421454,1,0.02832576421454,1,1,1,1,1,0.962943865813058,1,1,0.02832576421454,0.02832576421454,1,1,1,1,1,1,0.02832576421454,0.02832576421454,0.02832576421454,0.02832576421454,1,1,1,0.962943865813058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.962943865813058,1,1,1,1,1,1,1,1,1,1,1,1,1,0.962943865813058,1,0.139538552937114,1,1,1
Spink10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Olfr1475,1,0.992563753072267,1,0.992563753072267,1,0.592293756240086,0.592293756240086,0.592293756240086,0.641078021512418,1,0.877745147618195,0.603680947183106,0.603680947183106,0.471070669491504,0.471070669491504,0.471070669491504,1,1,0.992563753072267,1,1,1,1,1,1,1,1,0.364134100644844,1,1,0.780878186536825,0.521742289618859,0.521742289618859,0.521742289618859,0.521742289618859,1,1,0.409618468490733,0.409618468490733,0.364134100644844,1,1,1,1,1,1,1,1,0.364134100644844,1,1,1,0.992563753072267,1,1,1,0.877745147618195,0.877745147618195,0.521742289618859,1,1,1,1,1,1
