Gene chr pos REF HET VAR lethal additive recessive dominant TDT Penetrance_REF Penetrance_HET Penetrance_VAR Semidominance NMISS lethalCount
Nphp3 9 104018274 73 6 1 0.785391807556152 0.427080023369706 0.39647457711624 0.539568742829288 NA NA NA NA 0.159239294020921 0 0:0:1:7
Camp 9 109848399 73 3 4 0.975511961049051 0.701735566385027 0.875946679429847 0.607062479961519 NA NA NA NA 1 0 4:6:1:8
Susd5 9 114082535 69 9 2 0.75640869140625 0.193228311215819 0.686914231356007 0.149898192104412 NA NA NA NA 1 0 2:7:0:0
Acaa1a 9 119347818 74 5 1 0.785391807556152 0.438323541442193 0.39647457711624 0.555065953679803 NA NA NA NA 0.148507775501961 0 0:0:1:7
Ano10 9 122259595 73 7 0 0.343608915805817 0.61048725638971 1 0.61048725638971 NA NA NA NA NA 0 0:0:0:8
H60c 10 3260435 76 4 0 0.343608915805817 0.974668918106539 1 0.974668918106539 NA NA NA NA NA 0 0:0:0:8
Lats1 10 7712528 51 25 4 0.158316330011462 0.363768506551254 0.50699776587982 0.424127397915475 NA NA NA NA 0.387269592900644 0 4:27:0:0
Tab2 10 7919801 77 3 0 0.392695903778076 0.645169673359508 1 0.645169673359508 NA NA NA NA NA 0 0:0:0:7
Sgk1 10 21882657 72 5 3 0.775875091552734 0.875997708532843 0.867415861715289 0.733140809860495 NA NA NA NA 0 0 3:10:0:0
Samd3 10 26244495 76 4 0 0.392695903778076 0.647511079602493 1 0.647511079602493 NA NA NA NA NA 0 0:0:0:7
Lama2 10 27015546 75 5 0 0.343608915805817 0.639296389461425 1 0.639296389461425 NA NA NA NA NA 0 0:0:0:8
Psap 10 60299566 79 1 0 0.343608915805817 0.834251365009517 1 0.834251365009517 NA NA NA NA NA 0 0:0:0:8
Ado 10 67548228 73 5 2 0.932652771472931 0.263606184346128 0.296246386999861 0.336562770676845 NA NA NA NA 0.312194309349098 0 0:0:2:8
Bcr 10 75145327 74 6 0 0.343608915805817 0.315839724753268 1 0.315839724753268 NA NA NA NA NA 0 0:0:0:8
Lrrc3 10 77901585 58 19 3 0.305689170607366 0.929464886251144 0.238455488697329 0.687397974232225 NA NA NA NA 0 0 3:18:0:0
1810043G02Rik 10 77983038 58 19 3 0.305689170607366 0.929464886251144 0.238455488697329 0.687397974232225 NA NA NA NA 0 0 3:18:0:0
Apc2 10 80314583 73 6 1 0.736304819583893 0.188668418966609 0.114429705448706 0.336562770676845 NA NA NA NA 0.11442177599244 0 0:0:1:8
Tcf3 10 80413334 73 6 1 0.736304819583893 0.188668418966609 0.114429705448706 0.336562770676845 NA NA NA NA 0.11442177599244 0 0:0:1:8
Gm872 10 92885096 73 6 1 0.785391807556152 0.505235442278246 0.642274083592861 0.539568742829288 NA NA NA NA 0.412899185216545 0 0:0:1:7
Ikzf4 10 128632756 76 4 0 0.343608915805817 0.960965488791113 1 0.960965488791113 NA NA NA NA NA 0 0:0:0:8
Ascc2 11 4649855 75 5 0 0.392695903778076 0.447829950848089 1 0.447829950848089 NA NA NA NA NA 0 0:0:0:7
Ccdc88a 11 29482749 76 4 0 0.392695903778076 0.445779806053073 1 0.445779806053073 NA NA NA NA NA 0 0:0:0:7
Lcp2 11 34082426 76 4 0 0.392695903778076 0.445779806053073 1 0.445779806053073 NA NA NA NA NA 0 0:0:0:7
Gabrg2 11 41916315 76 4 0 0.736304819583893 0.334158087942763 1 0.334158087942763 NA NA NA NA NA 0 0:0:1:8
Pwwp2a 11 43704672 76 4 0 0.736304819583893 0.334158087942763 1 0.334158087942763 NA NA NA NA NA 0 0:0:1:8
Hspa4 11 53262876 56 20 4 0.283212349567194 0.76698084329557 0.18301840723207 0.30924863497441 NA NA NA NA 0 0 4:23:0:0
Slc36a3 11 55125080 75 5 0 0.392695903778076 0.573478245657711 1 0.573478245657711 NA NA NA NA NA 0 0:0:0:7
Spag7 11 70669190 75 5 0 0.736304819583893 0.726696946915342 1 0.726696946915342 NA NA NA NA NA 0 0:0:1:8
Atp2a3 11 72982702 75 5 0 0.736304819583893 0.726696946915342 1 0.726696946915342 NA NA NA NA NA 0 0:0:1:8
2610507B11Rik 11 78268457 74 4 2 0.932652771472931 0.602107632534948 0.906287087141117 0.502103231313666 NA NA NA NA 1 0 0:0:2:8
Tex14 11 87520699 74 4 2 0.932652771472931 0.602107632534948 0.906287087141117 0.502103231313666 NA NA NA NA 1 0 0:0:2:8
Hdac5 11 102205812 76 4 0 0.392695903778076 0.532372674108869 1 0.532372674108869 NA NA NA NA NA 0 0:0:0:7
Fam171a2 11 102437881 76 4 0 0.392695903778076 0.532372674108869 1 0.532372674108869 NA NA NA NA NA 0 0:0:0:7
Map3k14 11 103242291 73 4 3 0.98875218629837 0.505566317731478 0.738059432571329 0.431581477568111 NA NA NA NA 1 0 0:0:3:8
Abca9 11 110139620 72 6 2 0.932652771472931 0.392931356763994 0.886989744294188 0.289428137701606 NA NA NA NA 1 0 0:0:2:8
Dnahc17 11 118067682 75 5 0 0.392695903778076 0.539010136563899 1 0.539010136563899 NA NA NA NA NA 0 0:0:0:7
Hexdc 11 121218165 78 2 0 0.343608915805817 0.991044324384315 1 0.991044324384315 NA NA NA NA NA 0 0:0:0:8
Akap6 12 52937148 76 3 1 0.785391807556152 0.695624296396889 0.870193159078632 0.663123619904579 NA NA NA NA 1 0 0:0:1:7
Brms1l 12 55861388 60 20 0 0.0237572640180588 0.947963103753021 1 0.947963103753021 NA NA NA NA NA 0 0:13:0:0
Ctage5 12 59136143 77 3 0 0.392695903778076 0.995922650463275 1 0.995922650463275 NA NA NA NA NA 0 0:0:0:7
Fkbp3 12 65073918 77 3 0 0.392695903778076 0.995922650463275 1 0.995922650463275 NA NA NA NA NA 0 0:0:0:7
4930447C04Rik 12 72910056 74 6 0 0.421875 0.48116148064054 1 0.48116148064054 NA NA NA NA NA 0 0:3:0:0
Pcnx 12 81974579 78 1 1 0.736304819583893 0.149841958201415 0.274698688373829 0.133806441835533 NA NA NA NA 0.912131191396036 0 0:0:1:8
Eml5 12 98865479 74 4 2 0.932652771472931 0.764420738565074 0.926608326652583 0.709929720869833 NA NA NA NA 1 0 0:0:2:8
Rtl1 12 109592719 74 6 0 0.343608915805817 0.709929720869833 1 0.709929720869833 NA NA NA NA NA 0 0:0:0:8
Dync1h1 12 110651747 74 6 0 0.343608915805817 0.709929720869833 1 0.709929720869833 NA NA NA NA NA 0 0:0:0:8
Wdr60 12 116248290 74 6 0 0.343608915805817 0.709929720869833 1 0.709929720869833 NA NA NA NA NA 0 0:0:0:8
Ncapg2 12 116423215 49 29 2 0.0207419790656728 0.629176280279644 0.344008572949869 0.402580738815445 NA NA NA NA 0 0 2:27:0:0
Nme8 13 19658036 75 3 2 0.953690052032471 0.538801338142962 0.469032598987776 0.655837001754975 NA NA NA NA 1.09239169536029e-05 0 0:0:2:7
Hist1h4i 13 22041027 75 3 2 0.953690052032471 0.538801338142962 0.469032598987776 0.655837001754975 NA NA NA NA 1.09239169536029e-05 0 0:0:2:7
Vmn1r213 13 23011394 72 8 0 1 0.53882454137967 1 0.53882454137967 NA NA NA NA NA 0 0:0:0:0
Serpinb6c 13 33880031 76 4 0 0.392695903778076 0.818454358045525 1 0.818454358045525 NA NA NA NA NA 0 0:0:0:7
Tmem161b 13 84292383 77 3 0 0.932652771472931 0.648176798407902 1 0.648176798407902 NA NA NA NA NA 0 0:0:2:8
Xrcc4 13 89992475 75 4 1 0.736304819583893 0.646601562662921 0.910226139732622 0.525564345266661 NA NA NA NA 0 0 0:0:1:8
Rasgrf2 13 91972274 75 5 0 0.392695903778076 0.804514688184765 1 0.804514688184765 NA NA NA NA NA 0 0:0:0:7
Papd4 13 93154992 59 16 5 0.378278511637607 0.119180685778675 0.00662647466517526 0.54503580139983 NA NA NA NA 0 0 5:25:0:0
Zfp366 13 99234251 77 3 0 0.343608915805817 0.648176798407902 1 0.648176798407902 NA NA NA NA NA 0 0:0:0:8
Depdc1b 13 108323909 71 7 2 0.83056640625 0.628494797676002 0.752228264650456 0.634954539052193 NA NA NA NA 0.58228766461646 0 2:6:0:0
Flnb 14 7946014 77 3 0 0.932652771472931 0.64838691368656 1 0.64838691368656 NA NA NA NA NA 0 0:0:2:8
Slc4a7 14 14794059 74 4 2 0.932652771472931 0.171337483233639 0.161772865590505 0.263296748650313 NA NA NA NA 0.217166713063776 0 0:0:2:8
Chd8 14 52202304 71.5 7 1.5 0.736304819583893 0.0697554412211989 0.114429705448706 0.109244965151986 NA NA NA NA 0.349158166053804 0 2:4:0:0
Msra 14 64210532 75 4 1 0.785391807556152 0.690640542936673 0.78398307455507 0.524351366685029 NA NA NA NA 0 0 0:0:1:7
Kif13b 14 64757404 74 4 2 0.530010041518835 0.485993574695559 0.954231224867514 0.307227414740146 NA NA NA NA 0 0 2:6:0:8
Tnfrsf10b 14 69776176 73 6 1 0.300338745117188 0.82989971236211 0.750461297248044 0.696341378589825 NA NA NA NA 0 0 1:9:0:0
Rhobtb2 14 69796735 74 4 2 0.530010041518835 0.485993574695559 0.954231224867514 0.307227414740146 NA NA NA NA 0 0 2:6:0:8
Polr3d 14 70439519 51 21 8 0.553251449191385 0.277622477802983 0.29068959986863 0.0282477187484138 NA NA NA NA 0 0 8:33:0:0
Zfp957 14 79212920 76 4 0 0.392695903778076 0.970641711032609 1 0.970641711032609 NA NA NA NA NA 0 0:0:0:7
Trim52 14 106106967 75 5 0 0.392695903778076 0.804514688184765 1 0.804514688184765 NA NA NA NA NA 0 0:0:0:7
Nalcn 14 123370032 77 3 0 0.343608915805817 0.811408456835667 1 0.811408456835667 NA NA NA NA NA 0 0:0:0:8
Rrm2b 15 37931645 72 5 3 0.98875218629837 0.326396693171038 0.549569590727381 0.289428137701606 NA NA NA NA 1 0 0:0:3:8
Ubr5 15 38030807 68 6 6 0.975709855556488 0.146017161094788 0.206968289299324 0.166271067496572 NA NA NA NA 0.513386073026565 0 6:13:0:0
Sybu 15 44673268 75 5 0 1 0.505351928687702 1 0.505351928687702 NA NA NA NA NA 0 0:0:0:0
Plec 15 76173411 74 6 0 0.392695903778076 0.541602587601821 1 0.541602587601821 NA NA NA NA NA 0 0:0:0:7
Sox10 15 79159386 73 7 0 0.343608915805817 0.431581477568111 1 0.431581477568111 NA NA NA NA NA 0 0:0:0:8
Csnk1e 15 79419898 75 5 0 0.343608915805817 0.440191742353388 1 0.440191742353388 NA NA NA NA NA 0 0:0:0:8
Tnrc6b 15 80784758 70 5 5 0.919787406921386 0.346523761476597 0.628307030548172 0.256620029164774 NA NA NA NA 1 0 5:13:0:0
Sbf1 15 89302329 75 4 1 0.736304819583893 0.594693312632905 0.834251365009517 0.440191742353388 NA NA NA NA 0 0 0:0:1:8
Slc2a13 15 91350012 74 6 0 0.343608915805817 0.351758844677071 1 0.351758844677071 NA NA NA NA NA 0 0:0:0:8
Lrrk2 15 91796028 76 4 0 0.392695903778076 0.445779806053073 1 0.445779806053073 NA NA NA NA NA 0 0:0:0:7
Adamts20 15 94291713 53 22 5 0.422155201823951 0.695121210111974 0.796216739829615 0.712520143271262 NA NA NA NA 0.534474009787 0 5:24:0:0
Arid2 15 96402049 72 6 2 0.332601696252823 0.659476555464288 0.868476589334787 0.618195117266149 NA NA NA NA 1 0 2:13:0:0
Mll2 15 98853581 76 4 0 0.392695903778076 0.445779806053073 1 0.445779806053073 NA NA NA NA NA 0 0:0:0:7
Prpf40b 15 99316289 76 4 0 0.392695903778076 0.445779806053073 1 0.445779806053073 NA NA NA NA NA 0 0:0:0:7
5430421N21Rik 15 101487040 74 6 0 1 0.323965807356183 1 0.323965807356183 NA NA NA NA NA 0 0:0:0:0
Krt71 15 101738070 77 3 0 0.736304819583893 0.549964079677461 1 0.549964079677461 NA NA NA NA NA 0 0:0:1:8
Krt18 15 102029485 74 6 0 1 0.323965807356183 1 0.323965807356183 NA NA NA NA NA 0 0:0:0:0
Prr13 15 102462215 74 6 0 1 0.323965807356183 1 0.323965807356183 NA NA NA NA NA 0 0:0:0:0
Zc3h7a 16 11156202 75 5 0 0.932652771472931 0.715286161252128 1 0.715286161252128 NA NA NA NA NA 0 0:0:2:8
Atp13a5 16 29298208 76 4 0 0.392695903778076 0.668475066457047 1 0.668475066457047 NA NA NA NA NA 0 0:0:0:7
Ccdc14 16 34721649 76 4 0 0.392695903778076 0.668475066457047 1 0.668475066457047 NA NA NA NA NA 0 0:0:0:7
Slc9a10 16 45573356 74 4 2 0.932652771472931 0.622332812218913 0.601746180015326 0.69579164175956 NA NA NA NA 0.162857720747713 0 0:0:2:8
Gpr128 16 56742589 73 4 3 0.99376106262207 0.690226214801497 0.989241033082532 0.539568742829288 NA NA NA NA 1 0 0:0:3:7
Pde10a 17 8942965 72 7 1 0.244025230407715 0.316454172630697 0.862532288913099 0.265438451576229 NA NA NA NA 1 0 1:10:0:0
Syngr3 17 24686581 49 24 7 0.6851541721671 0.0414002900270141 0.00900938371609187 0.22416322511006 NA NA NA NA 0.0582522699004366 0 7:26:0:0
Tead3 17 28341365 77 3 0 0.253356448418344 0.64838691368656 1 0.64838691368656 NA NA NA NA NA 0 0:6:1:8
Hsf2bp 17 32013346 73 6 1 0.785391807556152 0.674870829230755 0.78398307455507 0.539568742829288 NA NA NA NA 0 0 0:0:1:7
Tnxb 17 34683548 76 4 0 0.343608915805817 0.456089650690204 1 0.456089650690204 NA NA NA NA NA 0 0:0:0:8
Tdrd6 17 43628159 72 8 0 0.0563135147094727 0.265438451576229 1 0.265438451576229 NA NA NA NA NA 0 0:10:0:0
Efhb 17 53413459 74 4 2 0.953690052032471 0.691360414262527 0.936831585765606 0.541602587601821 NA NA NA NA 0 0 0:0:2:7
Ranbp3 17 56702896 73 5 2 0.953690052032471 0.677636300599616 0.936831585765606 0.539568742829288 NA NA NA NA 0 0 0:0:2:7
Ankrd12 17 66053009 76 4 0 0.530010041518835 0.228209533643268 1 0.228209533643268 NA NA NA NA NA 0 0:6:2:8
Lama1 17 67752368 73 5 2 0.953690052032471 0.677636300599616 0.936831585765606 0.539568742829288 NA NA NA NA 0 0 0:0:2:7
L3mbtl4 17 68774291 69 9 2 0.75640869140625 0.177291427791215 0.317389383307252 0.222086003134386 NA NA NA NA 0.405762150874022 0 2:7:0:0
Birc6 17 74580349 76 4 0 0.343608915805817 0.456089650690204 1 0.456089650690204 NA NA NA NA NA 0 0:0:0:8
Nrxn1 17 91088689 77 3 0 0.343608915805817 0.523716238449863 1 0.523716238449863 NA NA NA NA NA 0 0:0:0:8
Dsg1c 18 20272346 78 2 0 0.392695903778076 0.469032598987776 1 0.469032598987776 NA NA NA NA NA 0 0:0:0:7
Reep2 18 34840771 75 5 0 0.343608915805817 0.184101830290872 1 0.184101830290872 NA NA NA NA NA 0 0:0:0:8
Pcdhb22 18 37518727 75 5 0 0.343608915805817 0.184101830290872 1 0.184101830290872 NA NA NA NA NA 0 0:0:0:8
Lars 18 42242784 74 5 1 0.736304819583893 0.749830700415247 0.910226139732622 0.658992866989305 NA NA NA NA 0 0 0:0:1:8
Sema6a 18 47290045 71 8 1 0.126705408096313 0.416535334363204 0.862532288913099 0.379089251270234 NA NA NA NA 1 0 1:13:0:0
Fbn2 18 58037747 76 4 0 0.392695903778076 0.411712573212414 1 0.411712573212414 NA NA NA NA NA 0 0:0:0:7
Synpo 18 60602340 70 10 0 1 0.147876279939976 1 0.147876279939976 NA NA NA NA NA 0 0:0:0:0
Pdgfrb 18 61079708 70 10 0 1 0.147876279939976 1 0.147876279939976 NA NA NA NA NA 0 0:0:0:0
Afg3l2 18 67415557 70 10 0 1 0.147876279939976 1 0.147876279939976 NA NA NA NA NA 0 0:0:0:0
Smad2 18 76299993 77 3 0 0.343608915805817 0.118412035096273 1 0.118412035096273 NA NA NA NA NA 0 0:0:0:8
Skor2 18 76876560 71 7 2 0.332601696252823 0.620569648254555 0.929502901776168 0.492876469520284 NA NA NA NA 0 0 2:13:0:0
Olfr1505 19 13919444 75 4 1 0.736304819583893 0.858268722527713 0.834251365009517 0.747617413795797 NA NA NA NA 0 0 0:0:1:8
Vldlr 19 27238263 75 4 1 0.736304819583893 0.858268722527713 0.834251365009517 0.747617413795797 NA NA NA NA 0 0 0:0:1:8
Lipo1 19 33582042 60 19 1 0.300338745117188 0.545637870848616 0.980732183375692 0.509262948239665 NA NA NA NA 1 0 1:9:0:0
Huwe1 X 151876313 69 8 3 0.584252715110779 0.376996946047767 0.405981436806355 0.459252402478696 NA NA NA NA 0.235981221020268 0 3:13:0:0
1700020N15Rik X 69945785 69 5 4 0.885373592376709 0.314725863563574 0.179856847323946 0.543931112794767 NA NA NA NA 0 2 4:11:0:0
